File Name: not saved
Channel 3: 'EKG', 29430 values, raw ADC, no filters.
Channel 4: 'FCR_EMG', 29430 values, raw ADC, no filters.
Channel 5: 'FCU_EMG', 29430 values, raw ADC, no filters.
Channel 7: 'ECU_EMG', 29430 values, raw ADC, no filters.
Channel 8: 'ECR_EMG', 29430 values, raw ADC, no filters.

158	-10	17	110	-9
158	97	13	58	-9
158	79	16	-52	3
158	20	22	-19	0
158	44	16	73	-4
158	-39	23	25	2
157	-138	28	20	-5
158	-105	26	5	0
157	-38	23	-16	4
158	-52	19	37	7
157	-19	17	53	8
157	25	-3	83	4
158	11	-6	-2	12
157	20	10	-70	14
158	-21	18	-20	6
157	-74	15	-46	6
157	-96	24	-50	1
158	-35	30	-49	-5
158	32	30	-71	-1
157	61	25	-16	-9
157	77	12	41	-10
158	82	15	117	-13
157	112	17	98	-1
158	77	8	-20	3
158	29	13	-37	-10
158	3	22	-17	-6
157	-6	27	-2	-7
158	46	29	-10	0
158	69	29	-13	-5
158	43	25	4	-8
157	12	15	-4	-7
158	-19	14	-8	2
158	-3	17	-12	13
158	45	18	10	1
157	56	19	57	4
157	26	14	72	7
158	54	13	34	7
157	25	11	30	3
157	-158	11	23	3
158	-185	12	6	15
157	-41	16	-1	30
157	-57	4	1	31
157	-164	-17	46	20
158	-62	-6	33	3
157	94	24	0	-9
158	68	27	-13	-11
158	46	29	-35	-12
158	13	39	-30	-14
158	-38	30	-7	-23
157	11	40	-11	-29
159	35	51	-21	-17
158	43	43	-19	-10
158	30	43	-3	-5
158	18	40	16	-1
157	22	42	6	-2
158	67	34	4	-2
158	108	21	22	1
158	53	7	72	-1
157	24	-22	43	4
158	-33	-15	-53	20
157	-140	0	-3	20
157	-125	-4	86	22
158	8	10	58	22
158	51	13	50	16
157	28	26	17	13
157	24	46	-19	6
158	10	46	-35	10
158	45	36	-80	-9
157	44	28	-64	-19
157	1	22	-34	-4
157	-44	10	26	-12
158	-20	6	75	-5
157	7	9	74	3
158	-24	15	89	9
157	8	14	81	9
157	-15	11	38	6
157	-17	11	18	7
157	-5	10	23	3
157	19	11	9	0
157	85	11	-8	-8
158	66	18	-49	-11
158	33	17	-50	2
158	-68	11	-25	11
158	-114	11	-44	8
157	-28	6	-22	6
158	8	7	-15	2
157	92	17	-11	2
157	79	19	13	1
157	-7	11	5	1
158	-68	10	-24	7
158	-53	3	-26	5
157	96	-2	37	6
157	36	6	93	7
157	17	19	47	7
157	36	31	-13	3
157	-8	26	26	-2
159	-3	39	-40	0
158	-24	41	-50	-13
158	36	28	3	-28
157	27	20	-17	-25
158	6	9	14	-13
157	6	22	-28	3
158	0	21	0	8
157	-2	21	19	14
157	-27	26	10	18
158	1	22	24	14
157	10	14	14	16
158	4	5	24	10
158	8	17	5	-3
158	23	23	64	-11
157	36	14	61	-11
158	16	4	-17	-5
157	11	10	-29	-1
158	7	3	-2	-5
158	-20	-4	-18	3
158	44	13	-33	8
158	108	20	-9	12
158	34	37	-2	12
158	11	48	29	2
158	-23	45	48	2
158	-154	41	18	-1
158	-145	42	-32	7
157	-26	44	6	11
158	-2	35	80	2
157	-5	26	64	-6
158	23	16	7	-4
158	35	17	-27	-11
158	63	20	-6	-12
158	14	17	-16	-2
157	-35	19	-1	-14
157	18	17	42	-10
158	69	8	82	-3
157	65	4	63	7
158	31	6	39	13
157	-42	6	120	11
157	-120	5	84	3
157	-53	11	-75	-5
157	66	13	-65	-10
158	32	4	-7	-6
157	-32	10	-32	5
158	-92	11	7	4
158	-81	15	-19	6
157	-3	21	-15	9
157	-4	23	29	14
158	-9	23	19	6
158	-15	18	-1	9
157	117	15	-38	-2
158	239	11	-9	-4
158	233	14	-5	3
158	161	12	-20	-3
157	102	13	-24	1
158	30	11	-24	-1
158	-157	7	-24	5
158	-224	-4	-3	7
158	-102	-6	27	12
158	-16	10	18	15
157	10	19	33	10
158	41	35	43	6
158	12	36	32	1
158	31	31	1	5
158	1	28	-20	10
158	-40	45	5	4
157	-26	50	13	-3
157	7	41	20	-10
157	34	39	7	-11
158	8	38	-8	-10
157	11	44	-2	-11
158	-6	28	-33	5
158	-13	18	-44	5
158	-4	11	-24	-1
158	12	-1	-9	-11
158	40	-6	26	-9
158	7	-8	61	2
157	-50	6	1	-2
158	-27	9	-128	7
158	-52	15	-75	8
157	-126	16	127	3
158	-50	12	120	4
158	49	21	6	12
157	46	26	32	10
157	67	19	138	-3
158	102	16	73	2
158	64	9	-8	2
158	72	-7	-4	-4
157	44	-2	-26	-11
158	-57	5	-12	-12
158	-129	13	-54	4
158	-40	23	-38	1
157	42	28	-16	8
158	-34	32	-13	10
158	-43	35	5	3
157	-35	42	8	4
157	-8	36	41	-2
157	10	25	45	-1
157	31	24	58	-7
157	25	27	59	-10
157	-32	17	85	-5
158	27	11	75	1
158	44	8	12	9
158	52	10	1	14
157	77	11	-33	15
158	89	13	-77	11
158	120	17	-65	12
158	106	17	-11	6
158	64	17	27	1
159	-25	14	18	-3
157	-47	17	-41	-2
158	-4	23	-25	4
157	-19	19	58	2
158	-20	17	35	9
158	-18	10	-3	5
158	-24	11	-71	-19
157	-15	27	-66	-10
157	-17	31	4	4
158	-15	30	-8	2
157	-12	21	16	7
157	-10	6	-26	6
157	-14	7	-56	-5
158	-25	-1	-4	-7
158	-25	-12	12	4
157	-18	-5	15	11
158	-20	4	54	12
158	-18	14	101	11
158	14	31	50	13
158	8	33	21	9
157	0	32	21	8
157	17	42	29	7
157	19	42	70	2
157	20	31	77	-4
158	47	35	-4	-13
158	130	39	-95	-13
157	137	27	-5	-21
158	81	7	32	-10
158	59	11	-49	3
157	-29	20	-37	-8
157	-144	18	-34	-3
158	-192	17	-17	-1
157	-20	16	3	-1
158	56	15	28	4
157	-10	13	87	3
158	48	14	82	0
157	-24	14	22	2
157	-46	9	10	2
157	-18	6	52	8
157	-128	9	61	13
158	-169	9	16	9
158	-180	21	-69	7
157	-114	23	-29	2
157	62	12	19	-3
157	139	20	-56	-14
158	99	27	-84	-12
157	1	22	-42	5
158	11	17	51	9
157	108	22	29	6
158	130	22	29	-2
158	117	22	85	0
158	132	22	18	3
158	130	19	-27	-1
157	105	19	-45	-11
158	48	17	-13	-5
158	-19	19	13	6
157	-47	25	30	-1
158	-23	28	34	1
158	1	23	-10	0
158	-7	21	4	5
157	-5	6	1	6
158	-14	-4	0	6
157	0	-4	4	9
157	-7	12	-10	6
158	-25	25	-11	7
157	-27	18	5	7
158	-23	4	47	12
157	-8	-16	39	12
158	-16	-17	20	10
157	-20	-5	23	3
157	-40	5	15	-9
158	-50	23	-11	-9
157	-35	38	-4	-4
159	-18	51	27	0
158	5	62	21	-2
157	31	74	12	2
158	33	70	38	-2
158	43	48	68	-13
158	47	35	12	-2
157	53	22	-26	7
158	122	14	-17	6
157	135	14	-29	4
158	89	15	-15	7
157	57	17	-10	10
157	-17	11	1	20
158	-151	7	21	19
157	-237	9	12	8
157	-115	11	-1	-13
158	-38	10	9	-19
157	-63	8	25	-5
159	-8	13	53	-7
157	29	13	45	-5
158	112	10	2	-8
158	103	16	-22	-12
158	64	16	-56	0
157	41	4	-125	16
157	-41	-2	-61	23
158	-99	-9	50	19
158	-113	-1	-29	10
159	25	25	-32	-13
157	52	17	22	-28
158	7	15	47	-30
157	-10	14	49	-6
158	-44	15	41	4
157	-1	18	49	2
158	-13	21	-3	9
158	-26	20	10	7
157	-11	21	-11	6
159	-1	23	-26	3
158	-32	19	2	4
157	-36	19	16	0
157	12	16	30	4
157	20	18	34	6
157	40	21	79	3
157	38	16	155	11
157	75	10	143	5
158	127	19	-64	10
157	105	31	-162	4
158	51	23	-44	-1
158	-28	15	-29	4
158	-151	20	-16	-2
157	-104	22	-13	7
158	74	31	-55	9
159	78	20	-26	9
157	68	25	-46	6
158	133	36	-23	-4
158	142	30	12	2
157	126	27	28	-2
157	64	21	67	-3
157	7	23	116	-10
157	-28	25	128	-16
158	-32	22	102	-15
158	-16	14	59	-8
158	-39	1	-4	2
159	-29	-10	-2	-2
157	-29	1	-21	-2
158	-30	12	1	0
157	-29	21	-1	6
158	-42	30	-39	5
157	-39	30	-33	10
158	-29	32	-45	13
157	-20	40	-29	11
157	-31	41	-21	14
158	-22	30	-8	9
158	4	29	-7	7
158	71	19	-3	3
158	120	15	0	0
158	83	14	3	-1
158	79	11	14	0
157	22	13	15	-1
158	-59	10	17	-7
157	-128	7	1	-8
158	-96	5	9	-2
157	35	10	49	6
158	18	6	73	10
158	-46	3	39	12
158	-161	1	24	4
157	-93	1	28	1
157	32	11	2	-1
158	-61	26	24	-9
158	-65	28	23	-5
158	-48	28	-54	4
158	-12	30	-74	-2
158	19	25	-15	-2
157	28	22	24	6
158	67	17	53	4
157	86	19	0	7
157	83	33	-103	11
158	22	25	-40	4
157	-27	22	18	-4
157	-24	25	-3	-2
157	-35	8	32	-6
157	-20	7	44	-5
157	45	19	43	-5
158	97	15	7	-6
157	116	17	-27	-2
157	115	19	4	-3
158	120	14	-9	0
157	137	15	-9	6
157	87	15	29	4
158	11	12	42	-5
157	27	13	75	-7
