File Name: not saved
Channel 3: 'EKG', 22440 values, raw ADC, no filters.
Channel 4: 'FCR_EMG', 22440 values, raw ADC, no filters.
Channel 5: 'FCU_EMG', 22440 values, raw ADC, no filters.
Channel 7: 'ECU_EMG', 22440 values, raw ADC, no filters.
Channel 8: 'ECR_EMG', 22440 values, raw ADC, no filters.

158	-13	18	-1	1
158	-2	19	-7	2
157	14	15	-9	-1
158	25	20	4	0
157	22	18	9	0
158	19	15	16	-2
158	15	17	23	3
157	11	17	33	7
158	3	17	38	6
158	-2	15	22	4
158	-3	15	-25	-2
157	-7	16	-40	-3
158	-1	18	0	2
158	3	19	2	4
157	7	20	3	-4
157	2	15	17	-2
158	-3	17	30	3
157	0	17	41	4
158	0	17	25	4
158	1	19	-15	6
158	1	18	-20	3
157	-2	22	4	-4
157	0	21	5	4
158	5	19	6	5
158	1	20	0	-2
159	3	24	-2	6
158	10	28	-1	1
158	12	23	-5	3
157	10	21	1	4
158	7	20	12	-2
157	8	18	19	1
158	3	17	10	1
157	3	15	9	3
157	0	15	13	0
158	-8	16	15	0
157	-19	18	12	-1
157	-17	19	10	-1
158	-5	21	14	2
157	1	19	6	0
158	11	20	5	-1
158	23	19	12	2
157	37	19	15	9
157	41	21	16	14
157	35	15	13	8
158	34	19	6	-1
158	22	21	6	-1
158	-1	18	17	-5
157	-7	17	15	-10
158	4	18	6	7
157	14	18	3	-2
158	8	15	-4	-8
158	3	14	-20	0
157	9	17	-9	-11
158	8	22	-1	-6
158	1	21	-1	1
157	-5	20	6	5
157	-2	19	0	4
157	-2	19	8	4
157	0	21	12	2
157	-3	17	12	3
157	-3	17	13	2
157	-5	16	14	1
158	-8	16	16	4
157	-8	17	-7	4
158	-23	19	-16	13
158	-23	19	1	9
157	-5	18	4	7
158	1	19	12	2
157	10	17	19	0
157	21	17	13	-1
158	27	19	17	-8
157	33	19	24	-2
157	22	18	28	0
158	4	17	19	4
157	-1	17	7	2
158	4	15	2	0
157	10	14	8	4
158	10	15	-17	0
157	13	16	-11	-3
158	12	15	8	-5
157	13	18	-1	1
157	14	22	17	2
157	9	19	10	-2
157	3	17	10	-6
157	-1	20	4	-4
157	0	20	0	-6
158	2	19	8	0
157	5	18	6	12
158	4	17	5	4
158	-1	14	10	1
158	3	15	19	3
157	8	17	12	1
158	6	19	10	4
158	3	15	8	3
158	5	17	6	0
157	5	16	7	7
158	-4	15	4	9
158	-16	17	1	8
157	-21	19	2	3
158	-15	19	5	0
158	-1	22	10	3
157	14	22	11	0
157	21	23	0	4
158	34	26	-21	4
158	32	24	-10	8
158	16	19	39	15
157	9	18	47	15
158	8	13	20	6
158	-5	14	-16	-6
158	-4	14	-41	-16
158	-10	15	-9	-15
158	-16	19	37	-16
158	-6	19	28	-16
157	-1	22	15	-9
158	11	21	2	1
158	19	17	-14	2
157	15	18	-5	1
157	17	21	0	2
158	20	19	8	8
157	22	22	12	2
158	23	21	15	1
158	23	16	8	7
158	20	16	12	6
158	12	18	31	2
157	4	15	31	-4
157	-3	15	19	0
157	-3	15	16	-1
158	-4	15	15	-5
157	-8	18	1	2
157	-6	18	-10	3
158	-7	19	-9	0
158	-13	20	2	0
157	-17	21	9	-1
158	-3	17	10	3
158	5	17	1	7
157	-5	16	0	3
158	0	17	10	8
157	15	23	18	3
158	20	20	19	6
158	10	23	3	-1
157	3	22	-17	-11
157	12	19	-12	-6
157	19	21	15	-2
158	15	23	13	1
157	8	23	7	5
158	-1	21	1	8
158	-8	18	0	7
156	-21	15	7	9
157	-22	15	6	4
157	-5	14	13	1
158	1	17	10	9
157	8	14	21	10
158	14	12	21	5
157	21	15	1	3
158	25	18	-10	2
157	23	19	-1	4
158	17	19	4	7
158	15	19	2	0
157	1	21	12	-1
158	-15	20	10	2
157	-18	18	8	1
157	1	19	3	7
158	20	13	5	0
158	22	15	9	0
157	21	15	12	4
158	22	15	10	2
157	23	19	8	-1
157	9	24	10	2
157	-6	22	10	0
157	-8	21	16	0
157	3	24	16	3
158	15	21	17	3
157	6	21	18	2
157	0	19	8	-2
159	-1	15	2	2
158	-8	10	-11	4
157	-14	14	-9	-9
157	-14	18	0	-13
158	-2	22	-15	-1
158	1	17	-13	1
158	5	16	7	2
158	0	15	8	-2
158	-5	13	12	-4
158	1	13	1	-1
157	9	17	0	-1
157	11	15	18	-5
158	18	19	18	-7
157	31	23	31	-2
158	28	23	30	-3
158	19	27	33	-1
157	11	24	39	-1
157	14	26	23	2
157	10	24	8	11
157	3	15	6	10
158	0	14	16	11
158	1	17	23	10
158	5	17	12	0
157	4	17	-6	-4
158	0	15	-7	2
158	-4	14	-11	-2
158	-3	17	-3	-6
158	-13	15	1	-3
157	-28	17	-7	2
158	-17	18	8	0
158	-4	15	13	-4
158	-8	15	-12	5
158	3	13	-16	7
158	27	13	10	8
158	32	16	13	11
157	27	19	5	1
157	25	19	5	2
157	25	22	-2	1
158	20	23	5	4
157	9	25	12	10
158	16	23	15	12
157	24	17	12	12
158	10	19	-7	9
159	3	22	0	4
157	-5	21	12	0
158	-17	21	-11	4
158	-23	19	2	0
157	-26	16	13	-11
159	-11	19	0	-11
158	6	17	10	-8
159	1	17	8	-5
158	4	17	8	-1
157	1	16	9	-1
157	-1	18	9	4
157	2	20	3	6
158	3	16	-9	4
158	0	13	-12	-4
158	-2	15	-3	-6
158	5	17	1	4
157	19	19	-2	2
157	20	20	5	4
157	12	17	0	11
157	9	17	-5	9
158	9	17	11	-2
158	-5	15	25	-4
158	-20	17	18	0
157	-20	19	24	2
157	-8	19	32	3
158	7	18	32	2
158	28	13	36	1
158	38	18	25	0
158	38	19	22	4
158	35	17	14	4
158	26	17	7	3
157	4	13	20	-5
158	-20	17	8	-4
157	-32	16	-2	2
157	-24	16	-3	-1
158	-8	18	-3	3
158	5	19	-2	-1
158	24	19	1	-2
157	27	22	14	0
157	23	25	8	3
158	24	21	9	2
157	20	22	9	1
158	20	17	-3	3
158	11	17	-7	4
159	7	18	0	4
157	5	16	10	1
157	-5	21	5	4
158	-9	21	-6	0
157	-5	17	-7	2
158	2	18	3	-1
157	0	22	8	2
158	0	22	14	3
157	-1	18	33	1
158	-5	17	25	10
157	-5	15	17	7
158	-9	17	6	4
157	-12	15	-10	0
158	-12	15	0	-6
157	0	19	-1	-9
158	8	18	-3	-5
157	7	14	6	2
157	2	19	8	1
157	11	16	22	-1
157	27	17	18	3
157	19	21	6	-2
158	6	26	-25	-1
157	-1	29	-31	-4
158	-6	24	-12	-2
158	-9	20	-18	-3
158	-17	19	-1	-16
158	-15	20	7	-13
158	2	19	18	-11
158	8	19	31	-8
157	18	16	23	2
158	27	15	17	4
158	33	19	20	5
157	38	17	21	7
157	20	13	-11	17
157	11	15	-2	11
157	7	16	8	12
158	5	15	12	11
158	6	14	20	6
157	3	17	12	10
158	-4	18	17	14
157	-15	15	9	9
158	-18	17	12	9
157	3	19	11	6
157	19	17	8	3
158	11	16	8	4
157	10	15	0	-1
158	21	22	-1	-5
157	19	25	0	0
158	6	25	10	0
158	1	22	10	1
158	1	19	15	7
158	2	17	24	0
158	-1	21	21	-8
158	1	25	13	-8
158	0	18	-5	-5
158	-5	18	-5	-1
158	-8	17	4	2
158	-26	15	10	1
157	-48	16	2	2
158	-49	13	-4	1
157	-22	15	-9	2
158	8	17	-11	2
157	20	18	5	0
157	34	17	11	2
157	53	19	16	0
158	82	23	19	6
157	83	26	27	9
158	59	25	38	-2
157	33	15	21	-4
158	8	14	-15	2
158	-4	19	-63	2
158	-14	19	-35	3
157	-31	15	2	-4
158	-26	18	-4	4
157	-8	16	20	0
158	-9	15	19	-3
157	-8	14	16	1
158	-8	16	20	7
157	-7	22	39	7
158	-7	13	43	-1
158	-9	11	17	-4
158	-4	14	15	-6
158	1	16	4	-3
157	12	18	-3	-7
157	8	17	20	-4
157	1	19	14	-3
158	11	19	2	-1
157	19	21	10	2
157	15	22	9	2
157	3	24	11	7
158	-1	22	1	4
157	0	24	-2	4
158	6	21	6	6
158	11	22	2	3
158	7	22	7	5
158	8	19	1	-4
157	5	18	2	-4
158	4	18	4	6
157	2	11	4	13
157	4	11	8	14
158	2	14	-6	8
158	3	11	-8	4
158	8	12	9	7
158	10	17	3	4
158	7	15	8	0
158	8	17	14	-4
158	9	17	8	-11
157	5	16	8	-11
158	5	17	4	-4
157	5	15	6	2
158	6	16	2	0
158	2	22	4	4
157	0	21	5	1
158	0	19	11	2
158	13	24	15	2
157	11	21	10	-5
157	-13	18	1	1
158	-13	17	-2	1
159	6	19	6	-2
158	7	21	2	-2
158	12	18	6	2
157	18	18	10	3
158	26	18	13	6
158	23	20	14	4
157	8	23	6	2
157	0	21	14	0
158	-3	17	15	4
157	-2	19	13	3
157	-3	19	13	-3
158	7	15	16	-3
157	11	15	11	-4
157	20	16	11	0
157	21	21	-3	1
158	8	21	-15	7
158	4	19	18	11
158	8	19	28	4
157	1	21	14	-8
158	-7	19	-32	-5
158	-3	21	-50	2
157	-9	19	8	0
157	-21	16	24	2
158	-15	19	23	0
157	-1	17	13	-4
158	3	16	-6	-9
158	-1	15	-3	-7
157	-8	17	2	3
158	9	14	14	4
157	20	12	11	0
157	11	13	15	7
158	-4	11	16	10
158	2	15	4	2
157	19	22	-14	0
158	31	27	-15	3
158	43	25	8	0
158	41	23	22	-2
158	30	26	26	-2
157	20	23	23	5
158	10	21	11	3
158	0	17	3	8
157	-2	8	-2	19
158	-1	9	1	15
158	0	15	8	6
157	-5	14	5	-1
158	-5	17	6	-1
158	-5	16	13	-4
158	-4	17	21	2
158	1	19	37	4
158	-3	19	44	4
157	-7	17	29	5
157	-9	20	10	6
158	-7	17	1	5
158	0	17	-1	3
157	3	23	-2	-4
158	5	17	-1	-10
157	8	19	6	-12
157	6	19	2	-5
157	3	17	1	-6
158	6	17	8	-4
158	6	18	4	1
158	6	15	11	8
157	3	18	22	12
157	2	17	24	7
158	3	16	11	4
158	3	23	-21	-1
158	-1	22	-27	-4
158	-7	22	-28	0
157	2	23	-27	3
157	15	24	1	1
158	20	22	-2	2
157	5	22	-4	2
157	-11	22	5	-6
158	-15	23	14	-7
157	-3	20	34	-7
158	5	16	18	-2
157	8	15	-15	1
